,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
94,51.865669345855714,1.0172668140770507,0.37116045951843263,0.034164142817553415,gini,sqrt,4,2,1600,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 1600}",0.9003115264797508,0.940809968847352,0.9252336448598131,0.8785046728971962,0.9532710280373832,0.9196261682242991,0.027115333516497128,161
95,3.4497576713562013,0.33876946701471744,0.1232187271118164,0.026755775582186184,gini,sqrt,4,5,100,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.9003115264797508,0.9376947040498442,0.9345794392523364,0.881619937694704,0.956386292834891,0.9221183800623052,0.0271582488694123,131
96,6.470064258575439,0.122750185029698,0.15628786087036134,0.023552542537017062,gini,sqrt,4,5,200,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.897196261682243,0.9376947040498442,0.9283489096573209,0.8847352024922118,0.956386292834891,0.9208722741433022,0.02633089920138996,149
97,13.779207611083985,0.2317834440496202,0.1745595932006836,0.02968160140351404,gini,sqrt,4,5,400,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 400}",0.9003115264797508,0.9439252336448598,0.9283489096573209,0.8847352024922118,0.9532710280373832,0.9221183800623054,0.02591480915026221,129
98,26.266429376602172,1.0556538780480427,0.2405379295349121,0.018077112390921,gini,sqrt,4,5,800,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 800}",0.9003115264797508,0.940809968847352,0.9252336448598131,0.8847352024922118,0.9532710280373832,0.9208722741433022,0.025277835233770463,149
99,53.115732765197755,2.7054518471523625,0.3639831066131592,0.020292061977557736,gini,sqrt,4,5,1600,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 1600}",0.9003115264797508,0.940809968847352,0.9252336448598131,0.8785046728971962,0.9532710280373832,0.9196261682242991,0.027115333516497128,161
100,3.218107080459595,0.19173330758787896,0.10071940422058105,0.021540387815397882,gini,sqrt,4,10,100,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.8940809968847352,0.9376947040498442,0.9345794392523364,0.8847352024922118,0.9501557632398754,0.9202492211838006,0.025884832495752012,156
101,6.184736871719361,0.41705467341200414,0.1339719295501709,0.012855989800091252,gini,sqrt,4,10,200,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.9003115264797508,0.940809968847352,0.9314641744548287,0.8785046728971962,0.9532710280373832,0.9208722741433022,0.027485040498582903,149
102,12.324377632141113,0.524615701389815,0.17050280570983886,0.018023765646166996,gini,sqrt,4,10,400,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 400}",0.9034267912772586,0.940809968847352,0.9283489096573209,0.881619937694704,0.9532710280373832,0.9214953271028037,0.025869831142712397,139
103,25.880189228057862,0.5612670745034679,0.2387486457824707,0.025330123326901828,gini,sqrt,4,10,800,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 800}",0.9003115264797508,0.940809968847352,0.9252336448598131,0.881619937694704,0.9501557632398754,0.9196261682242991,0.02541567358800142,161
104,51.96201333999634,2.3437967526781214,0.35483388900756835,0.03278793308644399,gini,sqrt,4,10,1600,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 1600}",0.9003115264797508,0.940809968847352,0.9252336448598131,0.881619937694704,0.9501557632398754,0.9196261682242991,0.02541567358800142,161
105,2.8970643043518067,0.2104124364022635,0.11500906944274902,0.014577752288931744,gini,sqrt,8,2,100,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}",0.8909657320872274,0.9376947040498442,0.9221183800623053,0.8691588785046729,0.9470404984423676,0.9133956386292835,0.029183896395340487,175
106,5.709778499603272,0.1911002269702919,0.1553978443145752,0.023011054153070018,gini,sqrt,8,2,200,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 200}",0.8940809968847352,0.9376947040498442,0.9221183800623053,0.881619937694704,0.9470404984423676,0.9165109034267912,0.025030915173334164,166
107,11.263919591903687,0.8786077722121882,0.1403745651245117,0.0414007976265517,gini,sqrt,8,2,400,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 400}",0.8940809968847352,0.9376947040498442,0.9190031152647975,0.8785046728971962,0.9439252336448598,0.9146417445482866,0.025046418993447707,169
108,21.952730226516724,0.7330018621214814,0.23960695266723633,0.03543105102700179,gini,sqrt,8,2,800,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 800}",0.8940809968847352,0.9376947040498442,0.9190031152647975,0.8753894080996885,0.9439252336448598,0.9140186915887851,0.025959709228660015,172
109,43.631464052200315,0.7311342993025445,0.36902546882629395,0.020150626165216057,gini,sqrt,8,2,1600,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 1600}",0.897196261682243,0.9376947040498442,0.9158878504672897,0.8753894080996885,0.940809968847352,0.9133956386292835,0.024718796791124455,175
110,3.147127628326416,0.1660593978668686,0.13275279998779296,0.01726439897216659,gini,sqrt,8,5,100,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.8909657320872274,0.9376947040498442,0.9221183800623053,0.8691588785046729,0.9470404984423676,0.9133956386292835,0.029183896395340487,175
111,5.603712844848633,0.23371202971963237,0.12964262962341308,0.006183712669348985,gini,sqrt,8,5,200,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 200}",0.8940809968847352,0.9376947040498442,0.9221183800623053,0.881619937694704,0.9470404984423676,0.9165109034267912,0.025030915173334164,166
112,10.949514198303223,0.24640806046272618,0.1822019100189209,0.02688799174006693,gini,sqrt,8,5,400,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 400}",0.8940809968847352,0.9376947040498442,0.9190031152647975,0.8785046728971962,0.9439252336448598,0.9146417445482866,0.025046418993447707,169
113,21.598323631286622,0.32848142430751204,0.23375067710876465,0.017034594461814604,gini,sqrt,8,5,800,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 800}",0.8940809968847352,0.9376947040498442,0.9190031152647975,0.8753894080996885,0.9439252336448598,0.9140186915887851,0.025959709228660015,172
114,44.62124118804932,1.099095266624741,0.3498987197875977,0.04013428391461178,gini,sqrt,8,5,1600,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 1600}",0.897196261682243,0.9376947040498442,0.9158878504672897,0.8753894080996885,0.940809968847352,0.9133956386292835,0.024718796791124455,175
115,2.8796181678771973,0.07135813292902643,0.10719790458679199,0.024010712646962636,gini,sqrt,8,10,100,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 100}",0.8909657320872274,0.9376947040498442,0.9221183800623053,0.8691588785046729,0.9470404984423676,0.9133956386292835,0.029183896395340487,175
116,5.5379698276519775,0.2824183856880643,0.151001501083374,0.018043516565200833,gini,sqrt,8,10,200,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 200}",0.8940809968847352,0.9376947040498442,0.9221183800623053,0.881619937694704,0.9470404984423676,0.9165109034267912,0.025030915173334164,166
117,11.157387304306031,0.3045631081652116,0.19486284255981445,0.016608349291550247,gini,sqrt,8,10,400,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 400}",0.8940809968847352,0.9376947040498442,0.9190031152647975,0.8785046728971962,0.9439252336448598,0.9146417445482866,0.025046418993447707,169
118,21.470022869110107,0.9851848888986303,0.23732552528381348,0.029185610088245682,gini,sqrt,8,10,800,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 800}",0.8940809968847352,0.9376947040498442,0.9190031152647975,0.8753894080996885,0.9439252336448598,0.9140186915887851,0.025959709228660015,172
119,44.131561517715454,0.6342368306373852,0.34299359321594236,0.024356932170633203,gini,sqrt,8,10,1600,"{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 1600}",0.897196261682243,0.9376947040498442,0.9158878504672897,0.8753894080996885,0.940809968847352,0.9133956386292835,0.024718796791124455,175
120,0.005001592636108399,0.0003046040245344277,0.0,0.0,entropy,auto,1,2,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",,,,,,,,181
121,0.010474777221679688,0.004679912760454989,0.0,0.0,entropy,auto,1,2,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",,,,,,,,181
122,0.007660198211669922,0.004030409092685021,0.0,0.0,entropy,auto,1,2,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",,,,,,,,181
123,0.007879686355590821,0.00603881455421605,0.0,0.0,entropy,auto,1,2,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800}",,,,,,,,181
124,0.009428644180297851,0.009156939565528176,0.0,0.0,entropy,auto,1,2,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1600}",,,,,,,,181
125,0.010096454620361328,0.006486983031185423,0.0,0.0,entropy,auto,1,5,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",,,,,,,,181
126,0.011512041091918945,0.005875553482538182,0.0,0.0,entropy,auto,1,5,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",,,,,,,,181
127,0.014559745788574219,0.005897941158459181,0.0,0.0,entropy,auto,1,5,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400}",,,,,,,,181
128,0.01242222785949707,0.007519144807724593,0.0,0.0,entropy,auto,1,5,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800}",,,,,,,,181
129,0.015339422225952148,0.009465177107611498,0.0,0.0,entropy,auto,1,5,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 1600}",,,,,,,,181
130,0.011289596557617188,0.007247755599242791,0.0,0.0,entropy,auto,1,10,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",,,,,,,,181
131,0.009093379974365235,0.0068758956440165995,0.0,0.0,entropy,auto,1,10,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",,,,,,,,181
132,0.009927701950073243,0.005359496044438472,0.0,0.0,entropy,auto,1,10,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 400}",,,,,,,,181
133,0.012536191940307617,0.008527435557432362,0.0,0.0,entropy,auto,1,10,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 800}",,,,,,,,181
134,0.0073697566986083984,0.0035541990536857044,0.0,0.0,entropy,auto,1,10,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 1600}",,,,,,,,181
135,0.005623865127563477,8.257360307427843e-05,0.0,0.0,entropy,auto,2,2,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",,,,,,,,181
136,0.00639033317565918,0.001445846576048047,0.0,0.0,entropy,auto,2,2,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",,,,,,,,181
137,0.010835886001586914,0.004168555955020869,0.0,0.0,entropy,auto,2,2,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400}",,,,,,,,181
138,0.012798118591308593,0.003586520433870877,0.0,0.0,entropy,auto,2,2,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 800}",,,,,,,,181
139,0.008087778091430664,0.0035939648611593416,0.0,0.0,entropy,auto,2,2,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 1600}",,,,,,,,181
140,0.008890438079833984,0.003771307478964375,0.0,0.0,entropy,auto,2,5,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",,,,,,,,181
141,0.011117935180664062,0.006226739945565245,0.0,0.0,entropy,auto,2,5,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",,,,,,,,181
142,0.009223175048828126,0.003726549689160543,0.0,0.0,entropy,auto,2,5,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 400}",,,,,,,,181
143,0.009817934036254883,0.004436315672257897,0.0,0.0,entropy,auto,2,5,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}",,,,,,,,181
144,0.008821773529052734,0.003799140353073321,0.0,0.0,entropy,auto,2,5,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 1600}",,,,,,,,181
145,0.010553932189941407,0.004420487463320877,0.0,0.0,entropy,auto,2,10,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",,,,,,,,181
146,0.010252761840820312,0.004321272287611508,0.0,0.0,entropy,auto,2,10,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",,,,,,,,181
147,0.008712291717529297,0.0032152740920828077,0.0,0.0,entropy,auto,2,10,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 400}",,,,,,,,181
148,0.009132289886474609,0.0050520538857178185,0.0,0.0,entropy,auto,2,10,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 800}",,,,,,,,181
149,0.008297967910766601,0.004327519821977519,0.0,0.0,entropy,auto,2,10,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 1600}",,,,,,,,181
150,0.011016368865966797,0.0031559274069412075,0.0,0.0,entropy,auto,4,2,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",,,,,,,,181
151,0.010720634460449218,0.0036537343691362993,0.0,0.0,entropy,auto,4,2,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",,,,,,,,181
152,0.010712194442749023,0.004890760886140853,0.0,0.0,entropy,auto,4,2,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 400}",,,,,,,,181
153,0.008791065216064453,0.0036047068510804583,0.0,0.0,entropy,auto,4,2,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 800}",,,,,,,,181
154,0.00971827507019043,0.004105148882752167,0.0,0.0,entropy,auto,4,2,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 1600}",,,,,,,,181
155,0.011277389526367188,0.00454667316750351,0.0,0.0,entropy,auto,4,5,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",,,,,,,,181
156,0.008498764038085938,0.003651934711810202,0.0,0.0,entropy,auto,4,5,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",,,,,,,,181
157,0.009851503372192382,0.004527954700813062,0.0,0.0,entropy,auto,4,5,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 400}",,,,,,,,181
158,0.008306264877319336,0.006495695300502695,0.0,0.0,entropy,auto,4,5,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 800}",,,,,,,,181
159,0.008286666870117188,0.0037019675865932284,0.0,0.0,entropy,auto,4,5,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 1600}",,,,,,,,181
160,0.009287881851196288,0.004219222829106415,0.0,0.0,entropy,auto,4,10,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",,,,,,,,181
161,0.01125650405883789,0.0037525741166551337,0.0,0.0,entropy,auto,4,10,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",,,,,,,,181
162,0.020835113525390626,0.00468092342097389,0.0,0.0,entropy,auto,4,10,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 400}",,,,,,,,181
163,0.016700267791748047,0.00542696461174372,0.0,0.0,entropy,auto,4,10,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 800}",,,,,,,,181
164,0.012000083923339844,0.004110205987360274,0.0,0.0,entropy,auto,4,10,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 1600}",,,,,,,,181
165,0.008240556716918946,0.004275079670209122,0.0,0.0,entropy,auto,8,2,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}",,,,,,,,181
166,0.00990748405456543,0.0028680480617960056,0.0,0.0,entropy,auto,8,2,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 200}",,,,,,,,181
167,0.010669803619384766,0.004841839153153797,0.0,0.0,entropy,auto,8,2,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 400}",,,,,,,,181
168,0.010698986053466798,0.006208778818871663,0.0,0.0,entropy,auto,8,2,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 800}",,,,,,,,181
169,0.009227800369262695,0.004449303070756863,0.0,0.0,entropy,auto,8,2,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 1600}",,,,,,,,181
170,0.010087537765502929,0.002892736620669553,0.0,0.0,entropy,auto,8,5,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 100}",,,,,,,,181
171,0.009453105926513671,0.0031552470138948947,0.0,0.0,entropy,auto,8,5,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 200}",,,,,,,,181
172,0.01023564338684082,0.004282706536537404,0.0,0.0,entropy,auto,8,5,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 400}",,,,,,,,181
173,0.009284734725952148,0.003919127367754095,0.0,0.0,entropy,auto,8,5,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 800}",,,,,,,,181
174,0.010061216354370118,0.0045480150556866175,0.0,0.0,entropy,auto,8,5,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 1600}",,,,,,,,181
175,0.008269596099853515,0.0036653400255099193,0.0,0.0,entropy,auto,8,10,100,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 100}",,,,,,,,181
176,0.01088871955871582,0.003275282293924728,0.0,0.0,entropy,auto,8,10,200,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 200}",,,,,,,,181
177,0.018865394592285156,0.022079314116597918,0.0,0.0,entropy,auto,8,10,400,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 400}",,,,,,,,181
178,0.014929723739624024,0.012888401126299943,0.0,0.0,entropy,auto,8,10,800,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 800}",,,,,,,,181
179,0.017792987823486327,0.010923122131937532,0.0,0.0,entropy,auto,8,10,1600,"{'criterion': 'entropy', 'max_features': 'auto', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 1600}",,,,,,,,181
180,5.701943302154541,0.48567669543433356,0.15454459190368652,0.01316477465525412,entropy,sqrt,1,2,100,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9065420560747663,0.9470404984423676,0.9501557632398754,0.9127725856697819,0.9626168224299065,0.9358255451713395,0.022081053142267108,21
181,10.675399208068848,0.2289035359329307,0.1529909133911133,0.010105630020478314,entropy,sqrt,1,2,200,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9034267912772586,0.9439252336448598,0.9532710280373832,0.9158878504672897,0.9595015576323987,0.935202492211838,0.02179795100876748,27
182,20.322848081588745,1.037095578021746,0.15032343864440917,0.015108378870339959,entropy,sqrt,1,2,400,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",0.9034267912772586,0.956386292834891,0.9532710280373832,0.9158878504672897,0.9626168224299065,0.9383177570093458,0.023920690118943887,5
183,41.38935160636902,1.0193933356379388,0.21420879364013673,0.020599829358594345,entropy,sqrt,1,2,800,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800}",0.9065420560747663,0.956386292834891,0.9532710280373832,0.9158878504672897,0.9657320872274143,0.9395638629283489,0.023692402918170152,1
184,83.28945569992065,2.3227753435617466,0.3292568206787109,0.027540791709367036,entropy,sqrt,1,2,1600,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1600}",0.9096573208722741,0.9532710280373832,0.9532710280373832,0.9158878504672897,0.9657320872274143,0.9395638629283489,0.022429906542056077,1
185,5.217456960678101,0.20086724991747226,0.1205416202545166,0.009222261061299667,entropy,sqrt,1,5,100,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.897196261682243,0.956386292834891,0.9470404984423676,0.9127725856697819,0.9657320872274143,0.9358255451713395,0.026330899201389958,21
186,10.499931859970093,0.2481770985992855,0.14934382438659669,0.015781051182107927,entropy,sqrt,1,5,200,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9003115264797508,0.9532710280373832,0.9470404984423676,0.9127725856697819,0.9626168224299065,0.935202492211838,0.024243085929400273,27
187,21.225717210769652,0.21567129687407638,0.15469880104064943,0.012592948178966432,entropy,sqrt,1,5,400,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400}",0.9065420560747663,0.956386292834891,0.9532710280373832,0.9065420560747663,0.9626168224299065,0.9370716510903427,0.02510833854156995,11
188,41.571718740463254,1.5459740734765322,0.23900928497314453,0.035060707873850426,entropy,sqrt,1,5,800,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800}",0.9065420560747663,0.956386292834891,0.9532710280373832,0.9096573208722741,0.9657320872274143,0.9383177570093458,0.025030915173334167,5
189,83.19358224868775,2.6352274325952645,0.3610996723175049,0.044173773081035865,entropy,sqrt,1,5,1600,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 1600}",0.9065420560747663,0.9532710280373832,0.9532710280373832,0.9127725856697819,0.9626168224299065,0.9376947040498443,0.023229098918762927,9
190,5.496773672103882,0.2174401012365781,0.13488078117370605,0.007808650294026482,entropy,sqrt,1,10,100,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.8940809968847352,0.9470404984423676,0.9252336448598131,0.9003115264797508,0.9626168224299065,0.9258566978193146,0.026316152127031624,99
191,10.721721935272218,0.8338338284750383,0.1609813690185547,0.011878922784865272,entropy,sqrt,1,10,200,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.9034267912772586,0.9439252336448598,0.9439252336448598,0.9065420560747663,0.9595015576323987,0.9314641744548287,0.022377925228745137,57
192,20.693569326400755,0.8876890441167208,0.17724385261535644,0.02851207175269817,entropy,sqrt,1,10,400,"{'criterion': 'entropy', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 400}",0.9034267912772586,0.9439252336448598,0.9439252336448598,0.9065420560747663,0.9626168224299065,0.9320872274143301,0.023178909953567944,53
